title,content,poster_path,cluster
The Road,"The Road Thriller, Drama A woman who loses her loved ones in a road accident realises that it was orchestrated and decides to track down the person responsible for the tragedy. ta",/A9prlw2TJNZtXaee5Whuk02fZw.jpg,3
Ashoka Vanamlo Arjuna Kalyanam,"Ashoka Vanamlo Arjuna Kalyanam Comedy, Romance Arjun, a small time money lender, is potbellied, thirty-plus guy under pressure to get married. After a lot of struggle, He finally finds a match in Madhavi and is all set to get married. When Arjun is forced to stay with Madhavi’s family due to the lock-down, and Just as he starts dreaming about a happy marital life with her, he discovers that Madhavi may not be interested in him. te",/x4aHU1Xi3TtlKhnwXEsACBD42Ns.jpg,6
Katha Kanchiki Manam Intiki,"Katha Kanchiki Manam Intiki Comedy, Horror Four Peculiar Characters,  Prem-a playboy,  Deeksha-a betting freak, Nandi -an aspiring movie writer, Dongesh- a kind hearted dumb thief, unexpectedly encounter each other in a burial ground. Despite their personal issues, will they come together for justice? te",/pcXONaQSsmQ7zgW0KqzCc3B2HPt.jpg,8
Crazy Fellow,"Crazy Fellow Comedy, Romance Abhiram is a rich, flamboyant, self-centered youngster, who lives life to the fullest. To help Abhi take charge of his future, his brother helps him get a job at a software company. Right from day one, Abhiram has a stormy relationship with his colleague Madhumita. Abhi and Madhu interact with each other through a dating app without knowing each other’s true identities. When they finally plan to meet, all hell breaks loose. te",/fI7Kz1IeO70xopwDV9PSVxaHlEk.jpg,6
Top Gear,"Top Gear Action, Romance, Comedy Cab driver Arjun is almost getting off duty and is ready to go home to his wife, Aadhya. A turn of events finds him involved in the world of drug mafia for no fault of his own. te",/8affaLEiqDfbYns0UvUhUJsW1QN.jpg,9
Ammu,"Ammu Drama Ammu's thought marriage was a fairy tale – full of love and magic, ends when her cop-husband Ravi hit her for the very first time. What Ammu thought was a one-off incident soon turned into a never-ending cycle of abuse, trapping her and breaking her soul and spirit. Pushed to her limits, Ammu teams up with an unlikely ally to break free. te",/ckaM4pI0CzYHzGUG1bar9Q7LHbl.jpg,7
Neeyat,"Neeyat Crime, Thriller, Mystery When an exiled billionaire mysteriously dies at his birthday party at a Scottish castle, the prime suspects are his close family and friends, each with a motive to kill him.​ CBI officer Mira Rao must use all her skill to unravel the mystery where nothing is what it seems and everyone hides a secret or two. hi",/yHLEle6lz50GH97D7bAcingUlxG.jpg,2
Ae Watan Mere Watan,"Ae Watan Mere Watan Drama, Thriller, History In the midst of India's struggle for freedom in 1942, a brave young girl starts an underground radio station to spread the message of unity, setting off a thrilling chase with the British authorities during the Quit India movement. hi",/gOFBpQBRcPFZWEkzRWnQgQHku4T.jpg,7
Udal,"Udal Drama, Thriller A woman, looking after her ailing mother-in-law is at breaking point. What happens when she can't take any more? ml",/lwUjrdFpHU8mWdYqZbjc24uHpv.jpg,7
Kathir,"Kathir Drama A beautiful bond between a youngster who has gone through many failures and an old woman with an inspiring past, and how the young man's life takes a turn after he learns the story of the older woman. ta",/BxrPENWzqcteaoNY2EHAhMhQNG.jpg,5
New Normal,"New Normal Romance, Drama A Story about Love :) ml",/vjhDw7fGqyHkjssTVDljz5e67ZB.jpg,6
Maja Ma,"Maja Ma Comedy, Romance, Drama A rumour about an unassuming housewife threatens to disrupt her middle-class family's life on the eve of her son's engagement. hi",/vfzBw0g0zKjyCpcTCEQEfq3gy0d.jpg,6
Sumit Sourav: Vansh Ka Naash,"Sumit Sourav: Vansh Ka Naash Comedy Capturing the generational spectrum with a right pinch of raw humor, he is all set to do VANSH KA NAASH... Wait what? But Papa toh kehte hai bada naam karega? Sumit Sourav takes the dig on parenting, purpose of life, and much more as he hits the stage with his unflinching comedy and truth bombs. hi",/7eC5svxcrJppEm24KDHMdWTvF23.jpg,7
28,"28 Crime, Drama, Thriller The movie """"28"""" revolves around an overnight meeting between 5 friends.One of the friends has come to payback his long standing debt. The friend settles his debts and leaves for abroad .Later a Policeman friend comes in and finds out that the entire currency was fake .This triggers rift between all of them. Each one takes stands and argues their point differently. Twists and turns follow (like the game of 28) and towards the end of the movie the mysterious sides of the characters unfold. ml",/bfoVaCJvsbmzkVT63NUivQB3NJ1.jpg,7
Witness,"Witness Drama With the world of conservancy workers at its center, Witness presents a never-seen-before view of metropolitan cities and the invisible corridors of power lying underneath them. ta",/onY1KVwZMPgJdtWo0o8MBnSuQc.jpg,7
Bhavachitra,"Bhavachitra Mystery, Thriller Protagonist Vishnu photographer by hobby, takes his camera and goes for a long drive, takes photos of locations and people he meets, from there on story continues and the plot remains in suspense as why is he travelling. kn",/if9TiLNAETW38CA1B07VaKbzSUj.jpg,7
Vezham,"Vezham Mystery, Thriller A young man tries to discover the identity of the killers of his girlfriend with only the voice of one of them as his clue. ta",/lNRntU0Ncv7myZPb6EtT9CA9q6e.jpg,5
Heaven,"Heaven Thriller, Crime, Mystery Circle Inspector of Police, Peter Kurishinkal is a stoic and taciturn officer, who prefers brain over brawn to solve his cases. His world is brought upside down when he is assigned a sensational case of a homicide. ml",/7R95cC7pjHLeDmQ0tX8gILX9dty.jpg,2
Gargi,"Gargi Drama, Thriller When a schoolteacher's father is arrested for the rape of a 10-year-old girl, the media storm surrounding the case has lawyers reluctant about defending the accused. An inexperienced advocate with a speech disability agrees to take up the case despite the stiff opposition and ridicule from his association. It is now up to them to build their defence and prove that the man accused of committing the crime did not do it. ta",/3gN32gdxdXd96Usl1vEzg7RFMQ7.jpg,2
Gumraah,"Gumraah Crime, Action, Thriller A murder investigation becomes complicated after the cops discover a pair of lookalike suspects. hi",/tFaQuuz26BKMXdcDxLrlmVNQlM7.jpg,3
Demons,"Demons Drama We are thrust into the decaying crumbling marriage of Megha and Vinay. A relationship that is now running only on toxicity and vitriol for each other. Accusations fly, perceptions have been distorted and what is left is an unreliable narration of events. The only thing certain is that there is no redemption when they try to address this by inviting guests… hi",/yCaSnIfsGJo4eAYCHbXms83PVTX.jpg,7
Driver Jamuna,"Driver Jamuna Action, Thriller Jamuna, a cab driver, finds herself in trouble when three contract killers get in for a ride. Can she save herself from this horrific situation? ta",/cev24xOOl5BFPgKOZCCREkTVW8w.jpg,3
Gulmohar,"Gulmohar Family, Drama Batra family has just four days left to vacate their house of 34 years. Amidst the mayhem and uncertainties of the future, insecurities and secrets surface. hi",/9ovEm6ush0W19f1lV8Q3XN6l8uJ.jpg,10
Kolla,"Kolla Thriller, Drama Two girls open a beauty parlor in a small town, gaining initial support from the townspeople. However, an incident triggers a perilous cat-and-mouse game, forcing them to embark on a journey to escape the trap. ml",/uXXsyDJKRLxKGdDk6IsJIkDmruj.jpg,7
Haraa,"Haraa Action, Thriller Ram (a) Ibrahim, who is grieving the loss of his daughter after she dies by suicide. He goes on a mission to uncover secrets and avenge her death. ta",/AwoWCdx0udqe0PCTuvG9RtVIpqr.jpg,3
The Archies,"The Archies Comedy, Drama, Music, Romance Set in 1960s India, Archie and the gang navigate romance, friendship and the future of Riverdale as developers threaten to destroy a beloved park. hi",/hmhWb4NTj02FyDxwBm4x9x2JxwJ.jpg,9
Romancham,"Romancham Horror, Comedy Set in 2007, at Bengaluru, A game of Ouija board goes hilariously wrong when seven bachelors unexpectedly invite a spirit and try to make the best out of the situation. ml",/9p8ux2AGYn3U2mEAbKmizAh6PL1.jpg,8
Dhak Dhak,"Dhak Dhak Adventure, Drama Four women — a travel blogger, her friend's biker granny, a makeshift mechanic and a young girl set to be married — ride to the highest motorable pass in the world on an extraordinary journey of self-discovery. hi",/l3VtG2LeHL0AGnDC8dsDwmPu5PK.jpg,7
Biscut,"Biscut Drama BISCUT  (HOTSTAR-DISNEY RELEASE -2022)  In an Indian village ruled by muscle and money, one man sparks a revolution without guns or bullets by betting his life on just the power of democracy. Biscut is the awe-inspiring story of Bhoora, a poor Dalit (lower caste) youth condemned to a daily struggle for survival, who turns a collective curse into a formidable force for change.  BISCUT is the Hindi language word for a cookie or a biscuit. hi",/zFgKQL95WsoCUdeAsQU8xZ6z0Sj.jpg,7
LLB (Life Line of Bachelors),"LLB (Life Line of Bachelors) Drama, Thriller Three students, Sibi, Sanju and Salman, are admitted to pursue LLB. Soon after, an unexpected incident affects their academic and personal life. ml",/qec8icJEKYFemLGufAjp3hhPQ6O.jpg,7
Thai Massage,"Thai Massage Comedy, Drama A typical middle-class 70-year-old widower, Atmaram Dubey, who has been celibate for decades, realises he will probably never have sex. This awakening catapults him into an outrageous journey of self-discovery defying societal norms. hi",/rYPis1a03mHIIUXDScAKLHvEfBO.jpg,7
Dono,"Dono Drama, Romance The film explores modern relationships and is set against the backdrop of a lavish destination wedding. hi",/ewDBUMMrCSwm5r4pTCaYlIkIuXM.jpg,9
Sanwri - Love Beyond Gender,"Sanwri - Love Beyond Gender Romance, Drama Bhanwar, a simpleton young man in the rural Rajasthan wants a bride for him but gets duped. Instead of a woman, he is married off to a transgender person – Sanwri.  Having no resort Bhanwar and his uncle decide to keep Sanwri for their household work but fearing the social ostracization they also try to keep her actual identity a secret. Bhanwar and Sanwri eventually fall in love and fight to survive as a couple in a conservative, oppressive society where marriages are meant to take place only between a man and a woman, and traditional norms are more important than humanity. hi",/p4bdau8hrrwmuigNsRIELAh2ZXO.jpg,5
Rani Rani Rani,"Rani Rani Rani Science Fiction, Drama, Thriller A caretaker is trapped in a time loop with her husband on one hand, and his brother and ruthless sister-in-law on the other. hi",/x6ScsWUtElGMXlhW80AeVQDeAgh.jpg,1
Demonte Colony 2,"Demonte Colony 2 Horror, Thriller Debbie attempts to contact the spirit of her deceased husband Sam, she inadvertently contacts Srinivasan, who had just died. This contact saves his life but leaves him in a coma for years. Later, Debbie unravels mystery about Lord Demonte sacrificing people and enslaves their spirits. Can Debbie break this cycle and help Srinivasan to wake up from his coma? ta",/lZmH9hea8fstTK49fplSQS0NWUd.jpg,8
Family,"Family Drama Sony is a kind man, a good Christian. He is always willing to lend his fellow villagers a helping hand, assist struggling children with their school lessons or organise volunteer activities. When an outcast family is struck by tragedy, he negotiates with the Church to rehabilitate them financially. Sony is not just the connective tissue, but the beating heart of this small Catholic village. Under his genial exterior, however, lurks something dark. ml",/9oCMBR9unhw5q7O6lveY6pBS9oR.jpg,10
Dear Sathya,"Dear Sathya Thriller Dear Sathya captures the untold story of a common man and the people around him while following the protagonist, navigating his way through the hustle and bustle of a busy life, trying to fulfill his dreams kn",/qm0y0vLhD0uCrdKAN32FeyE5cTG.jpg,7
Bhagavanth Kesari,"Bhagavanth Kesari Action, Drama, Thriller Bhagavanth Kesari's life takes an unexpected turn when he becomes the guardian of Vijaya Lakshmi aka Vijji, daughter of his jailer. Kesari, with his unwavering sense of justice, embarks on a journey to nurture Vijji into a resilient young woman aspiring to join the Indian army. Intertwined in this narrative is the presence of Rahul Sanghvi, a power-hungry tycoon whose connection with Bhagavanth and Vijji, unravels hidden secrets. te",/tvADrBoLJgyrxMYl8QyQW2125xv.jpg,7
Veeran,"Veeran Fantasy, Thriller, Drama Kumaran has had a troubled childhood after getting hit by lightning, comes back to his village to fight evil elements and provide hope through indigenous deities. ta",/9iRNyiT0dlRyaMWOBO1Hc6kaOcc.jpg,7
"August 16, 1947","August 16, 1947 Action, Drama An atrocious British general is in charge of a secluded fictional village in pre-Independence Madras.  Spanning in three days, from 14 August to 16 August 1947 and follows the illiterate and oppressed villagers’ lives as they fail to receive the news of India’s Independence due to isolation. A local lout, Param, leads a revolt to free them all. ta",/75BAvjIU5yAnNAJRF7uVorBnNRd.jpg,7
Vaaitha,"Vaaitha Drama, Crime A poor Laundry worker gets injured in a road accident and finds himself struggling for justice. He and his family suffers, due to conflicts among two different caste groups. ta",/ubpElrOtYruSjYEaa6bJIQSreUp.jpg,10
Jaladhara Pumpset Since 1962,"Jaladhara Pumpset Since 1962 Comedy, Drama Mrinalini Teacher goes after a thief who has stolen her water pump but the case seems to go for years without any judgement. ml",/sunMIGSYp5YKiTf1qkYUuGJncwy.jpg,7
Pothanur Thabal Nilayam,"Pothanur Thabal Nilayam Thriller, Crime Praveen, an ambitious entrepreneur, is pushed to race against the clock and find the stolen money within the next 36 hours to save his father’s reputation and his family. Will the family survive this life-threatening situation? ta",/urw2ifoIBGjGOJpJv7Ak8Q6jwHk.jpg,10
Bhool Bhulaiyaa 3,"Bhool Bhulaiyaa 3 Horror, Comedy Rooh Baba ventures into a haunted mansion in the kingdom of Raktaghat in West Bengal, where he confronts two vengeful spirits, both asserting to be Manjulika. hi",/3AfHD1HoaQpQwKH8kxRdBKVmzeU.jpg,8
Adrishya Jalakangal,"Adrishya Jalakangal Thriller, Drama ‘Adrishya Jalakangal’ is said to be an unabashed depiction of what war and its consequences truly look like. “Adrishya Jalakangal is an attempt to look at the social menace of war from a common man’s point of view and be a strong artistic signature against war ml",/akuJbauxAndSZ4Un1zITXNhmpdA.jpg,7
Fairy Folk,"Fairy Folk Comedy, Fantasy Thorny questions of love and sexuality take centre stage in this magical realist drama in which a genderless woodland being crashes into the lives of a jaded couple. hi",/lpZuY35OmevlfFnw5UivSigQ8cO.jpg,7
Sree Dhanya Catering Service,"Sree Dhanya Catering Service Drama, Comedy Hilarity ensues when a group of men in a small village in Kottayam get together to cook Biryani for a birthday party. The friendly banter over regional variations in recipes and style devolves into heated but entertaining discussions. ml",/wIU2PwKEzDUUMGV9OdFCrjXVq0f.jpg,7
Organic Mama Hybrid Alludu,"Organic Mama Hybrid Alludu Family, Comedy, Drama Vijay, a failed but talented film director starts selling Kondapalli toys made by his sculptor parents to make a living. He falls in love with Hassini, the daughter of a rich landlord and a businessman Organic Venkataramana, who gets furious when he comes to know Hassini’s relationship with Vijay. When Munikonda offers Vijay a chance to direct, Vijay lands in desperate situation to prove himself to win over his dream, love and life. te",/xU6xN6s8zQIHoAcnzl9b0KC9W1Y.jpg,4
Miral,"Miral Thriller, Horror A family with a past and trauma, encounters a series of strange incidences, in a car journey on their way home and runs into trouble in a windmills farm. ta",/3UaA5QZ6QQ8So85Yqjz049Bvt0h.jpg,8
UI,"UI Thriller, Fantasy Set in a fictional world, the story is about the psychological conflict between a king in a town and an extraordinary man, and how that man, through his cunning and master minded plans takes over everything, takes control of the entire town, becomes a dictator. kn",/tWoeysV4ro6wn4TE0QgqMuo6Val.jpg,7
Coffee With Kadhal,"Coffee With Kadhal Drama, Comedy Kathir's wedding brings together his two brothers and their reunion causes them to have second thoughts about their current love lives. Will each of them end up with who they want to be with? ta",/rWzetRMMYxVf6sgIDN6nOidjjRZ.jpg,7
Music School,"Music School Music, Drama Two contemporary and creative music teachers, Mary D'Cruz and Manoj who provide a glimpse of the rich culture and refinement of music and theater to students who are driven by an unimaginative educational system in the name of Math, Science and Technology. te",/s6wD5v2UFbwzmxQZnbhERlD0yxK.jpg,7
Regina,"Regina Thriller, Crime A simple and naive housewife who is traumatized after losing her husband in a bank robbery embarks on a voyage of vengeance. Will she achieve her target alone and uncover the people behind masks? ta",/9YMoUoEkUkh60BnxJG04Neg8Hx8.jpg,3
Ullozhukku,"Ullozhukku Drama The film is set in a flooded region in Kerala where a woman and her daughter-in-law attempt to bury a loved one. However, due to heavy floods, the burial is postponed. This delay brings long-buried secrets and lies to the surface, threatening the family's unity. ml",/qTC6qPcxPYQHqlqgXM4VL78P4fy.jpg,10
Gajaana,"Gajaana Comedy, Adventure, Fantasy, Thriller A group of greedy people were entering enchanted Forest in search of treasure and unexpectedly they over come hurdles in a mysterious way. did they find the solution and did escape from the hurdles in the forest ta",/4T15krfH63uSTk9wI4yIN7YcqkZ.jpg,11
Mrs. Chatterjee Vs Norway,"Mrs. Chatterjee Vs Norway Drama, Thriller An immigrant Indian mother fights the Norwegian foster care system and legal machinery to win back custody of her children. hi",/7hh1cvrrryYd3IHQFX8HnslWOkZ.jpg,7
Titu Ambani,"Titu Ambani Romance, Drama Titu's aspirations and dreams are far from his actions, he dreams with open eyes, and finds the shortest way to achieve his dreams. Despite despite his debt-ridden life, if you ask him, he is no less a dreamer than Ambani. Mosmi is the girl of today, living life on her own terms. She cannot compromise with her principles. Mosmi feels that Titu and she are made for each other but troubles arise when Titu's decisions endanger their love affair. This is a slice of life film, this simple love story of middle-class family conveys the big message of life in a very entertaining way. hi",/nMyM2AmGvVgY7aV2D2vvkJMtfzB.jpg,6
Maaveeran,"Maaveeran Drama, Action, Comedy, Fantasy After a head injury, cowardly newspaper cartoonist Sathya hears a voice in his mind, foretells events and puts him in precarious situations and forces him to take on a corrupt politician. ta",/gl3AeCuuFDsjhN4rKKFQ9O8mzrC.jpg,7
Pookkaalam,"Pookkaalam Drama, Family, Comedy A couple in their late 90s, lead a happy life with a large family of four generations. On the day of their granddaughter's engagement an unexpected event sends them on a magical journey that will test their familial bonds. ml",/otS5iKajrP2HxZhXi9VgZ5O02Md.jpg,10
Judaa Hoke Bhi,"Judaa Hoke Bhi Horror, Thriller Aman Khanna, a once successful singer, is drowning his life into alcohol, despair and self- destruction after his 6 years old son died in a freak accident. Aman's wife, Meera who has an autobiographical bestseller to her credit is trying to cope with their financial burdens and Aman's lack of responsibility. hi",/6ow6lvYQWrEwNlvPYvpcjoVwYbC.jpg,8
Waltair Veerayya,"Waltair Veerayya Action, Drama A notorious smuggler Waltair Veerayya is hired by a CI Seethapathi, reaches Malaysia with the ostensible mission of kidnapping a drug mafia leader named Solomon, who escaped India after wreaking havoc on the RAW agents and local policemen. Veerayya manages to pummel Solomon, who is fiercely protected by his ruthless gang-lord brother Kaala. Tables are turned, when Veerayya reveals that he shares a turbulent past with Kaala & an ACP Vikram Sagar who is hell-bent on ending his smuggling activities. te",/g4mx225pbBH5i0KSjc3t1pO5hIy.jpg,3
10 Nahi 40,"10 Nahi 40 Drama An educational entertainer sending a message to the society to understand and care for the elderly.To know their insecurities and fears as they approach the twilight of their lives. The movie is based on the fact that in the flag end of life all that old people need is love and companionship. Loneliness,insecurity and unpredictability of life makes them bitter. The main attraction of the movie is the unique revolutionary solution to all these issues that will be revealed to the audience in this movie. Laced with humour,10 nahi 40 sends out a message to the youngsters to be more understanding towards the elder people and to the older people it emphasises that life is beautiful and has to be lived with zest and hi",/vFJ8cIO5yaHUIKVpoEpmYPSsl7p.jpg,7
Iraivan,"Iraivan Action, Thriller Arjun, a tough cop along with his friend Andrew embark on a mission to track down a truly gruesome psychopathic killer called Bhramma a.k.a The Smiley Man. They eventually manage to apprehend Bhramma at the cost of losing Andrew makes Arjun resign from the police force. However, tragedy hits home when Bhramma escapes from prison and resumes his killing spree. ta",/zRusAvFszxi96hzBfAQWezqnUQl.jpg,3
Pyali,"Pyali Family, Drama Story of two young siblings compassion for each other and how they overcome obstacles in life. ml",/xX6bEkUSuuFusTEvH4KdQ90iTV.jpg,10
Dear Vikram,"Dear Vikram Action, Drama When Nitya, an academically bright student meets Vikram, who has strong views on politics and idealism, it seems like a match made in heaven. With time they realise that their views are diametrically opposite and that they want different kn",/2AL01qmhWd47YZa2mzVxPMOlijE.jpg,7
Keedaa Cola,"Keedaa Cola Comedy, Crime Vaasthu, Lancham, and Thatha stumble upon a cockroach in a cola bottle and devise a plan to profit by filing a case in the consumer court. Simultaneously, Jeevan, an egocentric local thug with political aspirations, gains momentum as his brother, Naidu, is released from a 20-year prison sentence. The convergence of these two distinct worlds brings forth unexpected and hilarious consequences for everyone involved. te",/k5LhvsRqnhFeOhmlrcVQiHRK6Ij.jpg,7
10th Class Diaries,"10th Class Diaries Drama, Romance, Comedy Somayaji, a professionally successful man & CEO of a reputed organization has feeling of emptiness & realizes that his life is not a satisfactory. Based on his psychiatrist 's advice t he decides to return India in search of his lost life and childhood love memories. te",/4qsYLOQe3OopdmJbTgZS7GIFKsb.jpg,9
Sembula Cheru,"Sembula Cheru Drama Sembula Cheru is an experimental hyperlink short film. In a 1990s Tamil Nadu remote village, Guru had to struggle for his love from three robbers, which ultimately does a good thing to a stranger. ta",/uNfnPNwTyfCVYtdvSwAOxZEp7gd.jpg,7
RDX: Robert Dony Xavier,"RDX: Robert Dony Xavier Action, Drama Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack. ml",/y6QRQ0bHGt9Wc1BBTZsa1iB2PAm.jpg,7
Lalanna's Song,"Lalanna's Song Drama, Fantasy, Mystery, Horror Two young women meet a possibly supernatural maiden, Lalanna, whose song can lead to death. ml",/8d9SwpKbqtbBzQbaAmOdzjBLeiP.jpg,8
Ginna,"Ginna Action, Comedy Childhood buddies Renuka and Ginna reunite after years of separation, but things are no longer the same. Will Ginna be able to navigate his way through the complex web of love, lies and lethal rivalries? te",/9c2QaEKnZdV5c8cLVwiw9d5Wm9l.jpg,7
Maharani,"Maharani Drama, Comedy A man frantically tries to discover the whereabouts of his ex-girlfriend after their breakup. ml",/yyVZU0gyvRbLyKYdNa23GLF5jje.jpg,7
Critical Keertanegalu,"Critical Keertanegalu Comedy, Drama A Lawyer called Kariyappa, he has been instrumental in filing the flaws in society, During IPL season, Gambling became a reality and millions became victims of the year. Realising that he comes to court to file an appeal against IPL for the of ban the IPL. He describes the four gambling events happened in Karnataka. All this as lawyer Kariyappa puts it infront of judge. kn",/4jlTC3Wv4KkB45MHHFVKna7ZGZm.jpg,7
Ward-126,"Ward-126 Thriller, Crime The investigation over an IT professional's death faces twists and turns as truths about the victim start coming out and he is found to have had multiple marital relationships. ta",/yM6yjkJSLbyprN8a4WhSDeUGxzc.jpg,3
Enkilum Chandrike,"Enkilum Chandrike Drama, Comedy, Romance Pavithran, Abhilash, and Kiran who take desperate measures to prevent a wedding from happening. The story takes you through their ideas and plans to stop the marriage and the problems they get into when these plans collide and intervene. ml",/j2FTzkIFskLXRoEPorfaJcGRsv2.jpg,6
Sasanasabha,"Sasanasabha Thriller, Action Ram Mohan Rao and Shyamala Bharath both are political rivals. Ram Mohan Rao is the chief minister of the Andhra Pradesh state. And shyamala Bharath is the opposition party leader. She is a brave and powerful leader. She can command the police department, leaders, and goons. From the last two state assembly elections, she has been making an effort to becomne the chief minister. te",/3m7szwEjyiSnfVPQwn0X3mkFVeB.jpg,3
Babli Bouncer,"Babli Bouncer Comedy, Drama A first-of-its-kind for her village, Babli takes up a bouncer's job to win over her love, leading to a series of funny and heart-warming events. hi",/iX2vylrLdiiDBGaA3xhPobJp7dW.jpg,7
Vattam,"Vattam Action, Thriller A tormented Mano decides to solve his problems after his break-up. But things get worse when he finds himself caught between kidnappers and a distressed couple. ta",/bj6prxFyLKKJ7BpTBiRIBJA6TE1.jpg,3
Kuri,"Kuri Drama, Thriller A middle-aged man wins a lottery and a group of people aim at this prize money. The plot is unveiled through a lot of twists and turns giving an unexpected twist to the thrilling tale. ml",/6PFlIYNynzJTevfden3BHvlxtLR.jpg,7
Kalaga Thalaivan,"Kalaga Thalaivan Thriller, Action A corporate behemoth hires a ruthless hit man to find out the identity of a whistleblower in the organization. Who wins in the end - the hunter or the hunted? ta",/jlpQp8WPzVyHe97TsNa3GBwuWlw.jpg,3
Kacchey Limbu,"Kacchey Limbu Drama In Mumbai, a pair of siblings find themselves on competing cricket teams as they struggle to balance familial loyalty with the pursuit of their passions. hi",/qB5GJW26kzHN5k4omfTeB9t1R90.jpg,7
Polama Oorgoolam,Polama Oorgoolam Drama This movie is inspired by a real-life incident that happened in North Chennai. A veteran football player embarks on a journey to fulfill the desire and dream of his ladylove. The film narrates his experience of his journey comprising many interesting events he encounters on his journey. This journey is filled with some unexpected twists and surprises along with the racy football game moments that will keep the viewers engrossed throughout. ta,/pCKwKGO1W3nngUSCWp6Ez02qVdX.jpg,7
Ini Utharam,"Ini Utharam Thriller, Crime A woman goes to a police station claiming she had murdered one person. Though the police suspect foul play, the investigation starts. ml",/82X4cXmEYncGDDv7cvogdoYsAo4.jpg,2
Cadaver,"Cadaver Crime, Thriller, Mystery A pathologist and a police commissioner try to solve a series of murders involving a prisoner. Their journey leads to shocking revelations! ta",/f7R2AEvAYOUsS5JBFpbZU5915YT.jpg,2
Jigarthanda DoubleX,"Jigarthanda DoubleX Action, Drama, Comedy A notorious gangster is incited to transform into a film hero and opts for a filmmaker and their project descends into a scenario they had never anticipated. ta",/rlPTdgLfgsSv8WiQXRZ2AVIDwAi.jpg,7
My Name Is Azhakan,"My Name Is Azhakan Comedy Azhakan, who believes his name is an element of fun for many, experiences a change when he meets a girl that admires the inner artist in him. ml",/2ElZM0LyoDBAWW6cePyX174JKgg.jpg,7
On Either Sides of the Pond,"On Either Sides of the Pond Drama Sumit and Priyanka, an eloped couple, return to their hometown, due to the financial hardships caused by the lockdown. As Priyanka seeks to leave Sumit and return to her conservative father's home, Sumit, oblivious to this, wastes his time away. hi",/doojBAuoAY5OtJ3ZjHuxqjckadQ.jpg,7
Two Men,"Two Men Thriller This is the story of two men from opposite ends of the spectrum of life, who somehow get inexplicably intertwined. The story happens over 24 hours, from the dawn of the eve of Bakrid to the dawn of Bakrid ml",/jsz4cB1jXuhH3bxYUDPq18hJLV7.jpg,7
Pranaya Vilasam,"Pranaya Vilasam Romance, Comedy A revelation about a woman's old flame sends shockwaves through her family. Portrays love stories of different characters who are at different stages of their lives. ml",/f4pD88r8OK2UZk9ouK9J6CYeWU2.jpg,9
Dear Vaappi,"Dear Vaappi Drama About the journey of a father and daughter as they face obstacles and reach success, with the help of those who come to support them. It showcases the strong bond between a father and daughter and highlights the power of perseverance and support from others. The film is expected to be heartwarming and inspiring, appealing to audiences of all ages. ml",/diZZuVqIziYHtF5KZ5afmrSbtku.jpg,7
Brother,"Brother Drama, Family, Comedy Karthik, an unwavering idealist, goes on a journey to restore harmony in the fractured family and prove himself, when his pursuit of justice inadvertently clashes with family loyalty. ta",/hTVmE8Hou72Es4XQnTR9CDkJgq4.jpg,10
Bulbule,"Bulbule Thriller, Drama Two friends, Harmeet and Irfan, from two different minority communities in India, meet after a gap of 5 years. What begins as a conversation amongst two friends catching up on old times, soon becomes an intricate and profound conversation about all the fault lines of modern Indian society as they examine all the things in our society designed to divide. From politics, religion, justice, discrimination and beyond, Bulbule offers a poignant snapshot of modern India through the lens of a conversaition between two friends. hi",/tdvLPq0FxFh0GCRzKkmsB67j1wU.jpg,7
Uunchai,"Uunchai Comedy, Drama, Family Amit, Om, Javed and Bhupen - a group of four friends - have come a long way in life. Bhupen had a lifelong dream of going to Mount Everest with his three friends but the idea is quashed immediately as soon as he expresses it to them during a get-together. However, Bhupen's sudden death leads the trio to leave their cozy Delhi lives and trek to Everest Base Camp as friendship was their only motivation. hi",/wqDjg117q3M9lJ4nSQBAyL47M6N.jpg,10
Siya,"Siya Drama A small town girl Siya, who decides to fight for justice,, fighting against all odds and starts a movement against the vicious system. hi",/kNhNUoZcdEIThFQTQPhzx78og9K.jpg,7
Tiger's Pond,"Tiger's Pond Drama, Crime In the sleepy hamlet of Vaghachipani, an under-aged sheperdess is discovered to be pregnant. Her employer who is hellbent on becoming the chairman of the village-council is making every effort to cover it up, resulting in more cover-ups threatening to be exposed. Mentally-deficient, the young sheperdess has no idea what a pregnancy is. kn",/52rLN475gM3TJbFLdwb0IUtbyRO.jpg,7
Ravi Bopanna,"Ravi Bopanna Thriller, Crime, Drama Ravi Bopanna, a former police officer, leads a lonely life. Though he is retired, his colleagues often depend on him to solve the crimes because of his adept investigative skills. One of his ex-wife accident pushes him to investigate the organ harvesting scam. kn",/rcITgjeOZcu00zXj5W4nujGe7ir.jpg,2
Identity,"Identity Action, Thriller, Mystery A sketch artist and a cop work together to unravel the identity of an elusive killer using the descriptions of his face, etched into the memory of an eye-witness to the brutal crime ml",/hrusjWrcRuClY6PNooSZiKL6gqv.jpg,3
